County/City,Ward,Pct,"Corey Alan Stewart","Nicholas Jason Freitas","Earl Walker Jackson, Sr.","All Others","Total Votes Cast"
"Chesapeake City",-,"38 - Bailey Creek (CD 3)",73,58,30,0,161
"Chesapeake City",-,"39 - Lake Drummond (CD 4)",24,29,18,0,71
"Chesapeake City",-,"40 - River Birch (CD 3)",40,53,32,0,125
"Chesapeake City",-,"41 - John T West (CD 4)",73,72,41,0,186
"Chesapeake City",-,"42 - Parkways (CD 3)",22,44,23,0,89
"Chesapeake City",-,"43 - Pleasant Crossing (CD 4)",75,62,42,0,179
"Chesapeake City",-,"44 - Nansemond (CD 3)",33,27,20,0,80
"Chesapeake City",-,"45 - Sunray II (CD 4)",7,12,11,0,30
"Chesapeake City",-,"46 - Bells Mill II (CD 4)",43,64,31,0,138
"Chesapeake City",-,"47 - Green Sea (CD 4)",35,35,22,0,92
"Chesapeake City",-,"48 - Jolliff Middle School (CD 4)",13,8,18,0,39
"Chesapeake City",-,"49 - Waterway (CD 4)",101,99,85,0,285
"Chesapeake City",-,"50 - River Walk (CD 4)",39,51,44,0,134
"Chesapeake City",-,"51 - Coopers Way (CD 4)",64,110,52,0,226
"Chesapeake City",-,"52 - Shipyard Road (CD 4)",44,41,33,0,118
"Chesapeake City",-,"53 - Fairways (CD 3)",30,36,29,0,95
"Chesapeake City",-,"54 - Pughsville (CD 3)",30,18,15,0,63
"Chesapeake City",-,"55 - Georgetown East (CD 3)",20,16,13,0,49
"Chesapeake City",-,"56 - Green Tree (CD 3)",21,28,23,0,72
"Chesapeake City",-,"57 - Cypress (CD 3)",28,40,38,0,106
"Chesapeake City",-,"58 - Expressway (CD 4)",13,10,7,0,30
"Chesapeake City",-,"59 - Clearfield (CD 4)",38,41,56,0,135
"Chesapeake City",-,"60 - Parker Road (CD 4)",64,66,40,0,170
"Chesapeake City",-,"61 - Centerville (CD 4)",60,71,35,0,166
"Chesapeake City",-,"62 - Fentress (CD 4)",68,85,38,0,191
"Chesapeake City",-,"63 - Poplar Branch (CD 4)",36,39,18,0,93
"Chesapeake City",-,"AB - Central Absentee Precinct (CD 3)",28,19,27,0,74
"Chesapeake City",-,"Ab - Central Absentee Precinct (CD 4)",59,41,43,0,143
"Chesapeake City",-,"Provisional (CD 3)",0,0,1,0,1
"Chesapeake City",-,"Provisional (CD 4)",0,2,1,0,3
"Chesterfield County",-,"101 - Bellwood (CD 4)",69,35,20,0,124
"Chesterfield County",-,"102 - South Chester (CD 4)",104,108,43,0,255
"Chesterfield County",-,"103 - Enon (CD 4)",113,106,14,0,233
"Chesterfield County",-,"104 - North Chester (CD 4)",134,145,39,0,318
"Chesterfield County",-,"105 - Drewrys Bluff (CD 7)",52,43,6,0,101
"Chesterfield County",-,"106 - Harrowgate (CD 4)",134,124,53,0,311
"Chesterfield County",-,"107 - Wells (CD 4)",78,119,29,0,226
"Chesterfield County",-,"108 - Ecoff (CD 4)",212,287,43,0,542
"Chesterfield County",-,"109 - Elizabeth Scott (CD 4)",117,161,29,0,307
"Chesterfield County",-,"110 - Dutch Gap (CD 4)",67,79,19,0,165
"Chesterfield County",-,"111 - Iron Bridge (CD 4)",181,204,76,0,461
"Chesterfield County",-,"112 - Carver (CD 4)",83,80,30,0,193
"Chesterfield County",-,"201 - Gates (CD 4)",113,85,41,0,239
"Chesterfield County",-,"202 - Beulah (CD 7)",81,64,9,0,154
"Chesterfield County",-,"203 - Bird (CD 4)",21,15,7,0,43
"Chesterfield County",-,"204 - Jacobs (CD 7)",43,61,8,0,112
"Chesterfield County",-,"205 - Falling Creek (CD 7)",80,66,7,0,153
"Chesterfield County",-,"206 - Belmont (CD 7)",24,15,1,0,40
"Chesterfield County",-,"207 - Chippenham (CD 7)",12,22,5,0,39
"Chesterfield County",-,"208 - Meadowbrook (CD 7)",61,39,5,0,105
"Chesterfield County",-,"209 - Salem Church (CD 4)",120,96,35,0,251
"Chesterfield County",-,"210 - Five Forks (CD 7)",75,81,20,0,176
"Chesterfield County",-,"211 - Nash (CD 4)",196,280,63,0,539
"Chesterfield County",-,"212 - St. Luke's (CD 7)",59,78,12,0,149
"Chesterfield County",-,"213 - Southside (CD 7)",58,54,10,0,122
"Chesterfield County",-,"214 - Hopkins (CD 7)",2,3,2,0,7
"Chesterfield County",-,"215 - North Bird (CD 7)",24,17,7,0,48
"Chesterfield County",-,"301 - Ettrick (CD 4)",31,23,19,0,73
"Chesterfield County",-,"302 - Deer Run (CD 7)",32,46,11,0,89
"Chesterfield County",-,"303 - Matoaca (CD 4)",119,69,40,0,228
"Chesterfield County",-,"304 - Winfrees Store (CD 4)",168,173,34,0,375
"Chesterfield County",-,"305 - Beach (CD 4)",73,70,25,0,168
"Chesterfield County",-,"306 - Winterpock (CD 7)",161,166,33,0,360
"Chesterfield County",-,"307 - Cosby (CD 7)",85,118,16,0,219
"Chesterfield County",-,"308 - South Manchester (CD 7)",13,28,6,0,47
"Chesterfield County",-,"309 - Skinquarter (CD 7)",143,189,38,0,370
"Chesterfield County",-,"310 - Tomahawk (CD 7)",104,179,22,0,305
"Chesterfield County",-,"313 - Woolridge (CD 7)",101,183,13,0,297
"Chesterfield County",-,"315 - Bailey Bridge (CD 7)",102,161,35,0,298
"Chesterfield County",-,"316 - Spring Run (CD 7)",58,90,16,0,164
"Chesterfield County",-,"317 - Birkdale (CD 7)",100,183,36,0,319
"Chesterfield County",-,"318 - West Beach (CD 7)",39,32,12,0,83
"Chesterfield County",-,"401 - Harbour Pointe (CD 7)",36,106,9,1,152
"Chesterfield County",-,"402 - Genito (CD 7)",79,126,23,0,228
"Chesterfield County",-,"403 - Brandermill (CD 7)",96,160,8,0,264
"Chesterfield County",-,"404 - Providence (CD 7)",69,120,28,0,217
"Chesterfield County",-,"405 - La Prade (CD 7)",107,145,20,0,272
"Chesterfield County",-,"406 - Smoketree (CD 7)",88,157,16,0,261
"Chesterfield County",-,"407 - Monacan (CD 7)",58,77,13,0,148
"Chesterfield County",-,"408 - Reams (CD 7)",69,113,10,0,192
"Chesterfield County",-,"409 - Manchester (CD 7)",62,95,9,0,166
"Chesterfield County",-,"410 - Wagstaff (CD 7)",59,59,8,0,126
"Chesterfield County",-,"411 - Swift Creek (CD 7)",80,142,17,0,239
"Chesterfield County",-,"413 - Shenandoah (CD 7)",64,140,18,0,222
"Chesterfield County",-,"414 - Crenshaw (CD 7)",98,116,26,0,240
"Chesterfield County",-,"415 - Evergreen (CD 7)",60,108,18,0,186
"Chesterfield County",-,"416 - Evergreen West (CD 7)",30,54,8,0,92
"Chesterfield County",-,"417 - Edgewater (CD 7)",44,46,12,0,102
"Chesterfield County",-,"501 - Huguenot (CD 7)",59,121,13,0,193
"Chesterfield County",-,"502 - Crestwood (CD 7)",33,110,6,0,149
"Chesterfield County",-,"503 - Midlothian (CD 7)",87,113,10,0,210
"Chesterfield County",-,"504 - Robious (CD 7)",121,252,27,0,400
"Chesterfield County",-,"505 - Bon Air (CD 7)",72,139,17,0,228
"Chesterfield County",-,"506 - Greenfield (CD 7)",52,134,15,1,202
"Chesterfield County",-,"507 - Salisbury (CD 7)",104,233,23,0,360
"Chesterfield County",-,"508 - Belgrade (CD 7)",83,131,7,0,221
"Chesterfield County",-,"509 - Cranbeck (CD 7)",45,70,13,0,128
"Chesterfield County",-,"510 - Sycamore (CD 7)",81,147,23,0,251
"Chesterfield County",-,"511 - Black Heath (CD 7)",53,129,13,0,195
"Chesterfield County",-,"513 - Beaufont (CD 7)",14,26,4,0,44
"Chesterfield County",-,"514 - Watkins (CD 7)",97,175,21,1,294
"Chesterfield County",-,"515 - Davis (CD 7)",15,17,9,0,41
"Chesterfield County",-,"516 - Pocoshock (CD 7)",18,13,5,0,36
"Chesterfield County",-,"517 - Roseland (CD 7)",33,60,8,0,101
"Chesterfield County",-,"518 - Midlothian North (CD 7)",69,201,11,0,281
"Chesterfield County",-,"Ab - Central Absentee Precinct (CD 4)",61,31,13,0,105
"Chesterfield County",-,"Ab - Central Absentee Precinct (CD 7)",75,104,14,0,193
"Chesterfield County",-,"Provisional (CD 4)",0,1,0,0,1
"Chesterfield County",-,"Provisional (CD 7)",1,0,0,0,1
"Clarke County",-,"101 - Russell",196,68,45,0,309
"Clarke County",-,"201 - Berryville",119,53,28,0,200
"Clarke County",-,"301 - Millwood",96,38,24,0,158
"Clarke County",-,"302 - Pine Grove",57,17,10,0,84
"Clarke County",-,"401 - White Post",155,45,36,0,236
"Clarke County",-,"501 - Buckmarsh",118,39,18,0,175
"Clarke County",-,"502 - Blue Ridge",40,27,2,0,69
"Clarke County",-,"Ab - Central Absentee Precinct",30,18,4,0,52
"Clarke County",-,Provisional,0,0,0,0,0
"Colonial Heights City",-,"1 - First",33,45,10,0,88
"Colonial Heights City",-,"2 - Second",65,48,13,0,126
"Colonial Heights City",-,"3 - Third",86,107,14,0,207
"Colonial Heights City",-,"4 - Fourth",88,123,16,0,227
"Colonial Heights City",-,"5 - Fifth",93,182,16,0,291
"Colonial Heights City",-,"Ab - Central Absentee Precinct",10,8,3,0,21
"Colonial Heights City",-,Provisional,0,0,0,0,0
"Covington City",-,"101 - Precinct 1-1",10,6,3,0,19
"Covington City",-,"201 - Precinct 2-1",4,6,2,0,12
"Covington City",-,"301 - Precinct 3-1",1,2,1,0,4
"Covington City",-,"401 - Precinct 4-1",21,10,3,0,34
"Covington City",-,"501 - Precinct 5-1",18,5,5,0,28
"Covington City",-,"Ab - Central Absentee Precinct",4,0,0,0,4
"Covington City",-,Provisional,0,0,0,0,0
"Craig County",-,"101 - Court House",28,53,3,0,84
"Craig County",-,"201 - Ammendale Precinct",16,71,4,0,91
"Craig County",-,"301 - Givens & Reynolds Store",16,13,2,0,31
"Craig County",-,"303 - Marshalls Store",13,3,3,0,19
"Craig County",-,"401 - Barbours Creek",11,13,1,0,25
"Craig County",-,"402 - Paint Bank",1,4,1,0,6
"Craig County",-,"403 - Craig Springs",1,17,1,0,19
"Craig County",-,"501 - Craig City",11,32,0,0,43
"Craig County",-,Provisional,0,0,0,0,0
"Culpeper County",-,"101 - West Fairfax",39,294,9,0,342
"Culpeper County",-,"201 - East Fairfax",29,150,5,0,184
"Culpeper County",-,"302 - Eggbornsville",33,185,1,0,219
"Culpeper County",-,"303 - Cardova",44,149,3,0,196
"Culpeper County",-,"304 - Willow Shade",16,40,0,0,56
"Culpeper County",-,"401 - Eldorado",36,195,12,0,243
"Culpeper County",-,"402 - Browns Store",74,319,8,0,401
"Culpeper County",-,"501 - Jeffersonton",84,164,6,0,254
"Culpeper County",-,"502 - Rixeyville",91,182,12,0,285
"Culpeper County",-,"601 - Mitchells",14,48,2,0,64
"Culpeper County",-,"602 - Pearl Sample",46,290,4,0,340
"Culpeper County",-,"603 - South Ridge",11,67,1,0,79
"Culpeper County",-,"702 - Brandy Station",58,299,2,0,359
"Culpeper County",-,"703 - Lignum",29,111,1,0,141
"Culpeper County",-,"704 - Richardsville",19,64,1,0,84
"Culpeper County",-,"Ab - Central Absentee Precinct",29,94,2,0,125
"Culpeper County",-,Provisional,0,1,0,0,1
"Cumberland County",-,"101 - Precinct 1",69,57,14,0,140
"Cumberland County",-,"201 - Precinct 2",47,84,11,0,142
"Cumberland County",-,"301 - Precinct 3",12,32,12,0,56
"Cumberland County",-,"401 - Precinct 4",40,62,7,0,109
"Cumberland County",-,"501 - Precinct 5",32,41,12,0,85
"Cumberland County",-,"Ab - Central Absentee Precinct",2,6,1,0,9
"Cumberland County",-,Provisional,0,0,0,0,0
"Danville City",-,"1 - Ward One",1,4,1,0,6
"Danville City",-,"2 - Ward Two",10,15,4,0,29
"Danville City",-,"3 - Ward Three",13,24,13,0,50
"Danville City",-,"4 - Ward Four",57,34,11,0,102
"Danville City",-,"6 - Ward Six",9,4,0,0,13
"Danville City",-,"7 - Ward Seven",7,8,7,0,22
"Danville City",-,"8 - Ward Eight",16,11,7,0,34
"Danville City",-,"9 - Ward Nine",39,11,14,0,64
"Danville City",-,"10 - Ward Ten",38,25,7,0,70
"Danville City",-,"11 - Ward Eleven",43,9,13,0,65
"Danville City",-,"12 - Ward Twelve",50,33,18,0,101
"Danville City",-,"13 - Ward Thirteen",33,27,9,0,69
"Danville City",-,"14 - Ward Fourteen",0,0,2,0,2
"Danville City",-,"15 - Ward Fifteen",39,20,13,0,72
"Danville City",-,"16 - Ward Sixteen",79,26,17,0,122
"Danville City",-,"17 - Ward Seventeen",57,45,11,0,113
"Danville City",-,"Ab - Central Absentee Precinct",16,10,5,0,31
"Danville City",-,Provisional,0,0,0,0,0
"Dickenson County",-,"101 - South Clintwood",22,6,6,0,34
"Dickenson County",-,"201 - Nora",5,2,0,0,7
"Dickenson County",-,"202 - Frying Pan",3,1,0,0,4
"Dickenson County",-,"203 - Clinchco",7,2,3,0,12
"Dickenson County",-,"301 - West Dante",13,0,0,0,13
"Dickenson County",-,"302 - Herald",21,5,1,0,27
"Dickenson County",-,"303 - Ridge",9,2,3,0,14
"Dickenson County",-,"401 - Haysi-colley",11,0,3,0,14
"Dickenson County",-,"501 - Tarpon",9,2,1,0,12
"Dickenson County",-,"502 - North Clintwood",17,9,0,0,26
"Dickenson County",-,"Ab - Central Absentee Precinct",16,3,4,0,23
"Dickenson County",-,Provisional,0,0,0,0,0
"Dinwiddie County",-,"101 - White Oak",35,16,2,0,53
"Dinwiddie County",-,"102 - Rocky Run",42,36,0,0,78
"Dinwiddie County",-,"103 - Church Road",75,65,12,0,152
"Dinwiddie County",-,"201 - Rohoic",20,10,9,0,39
"Dinwiddie County",-,"202 - Sutherland",78,56,9,0,143
"Dinwiddie County",-,"301 - Reams",34,23,1,0,58
"Dinwiddie County",-,"302 - New Hope",58,30,13,0,101
"Dinwiddie County",-,"303 - Little Zion",25,34,14,0,73
"Dinwiddie County",-,"401 - Dinwiddie",61,48,10,0,119
"Dinwiddie County",-,"402 - Mckenney",29,13,5,0,47
"Dinwiddie County",-,"403 - Cherry Hill",23,15,1,0,39
"Dinwiddie County",-,"501 - Edgehill",8,5,4,0,17
"Dinwiddie County",-,"502 - Chesdin",55,35,7,0,97
"Dinwiddie County",-,"Ab - Central Absentee Precinct",16,14,3,0,33
"Dinwiddie County",-,Provisional,0,0,0,0,0
"Emporia City",-,"101 - Precinct 1-1",4,2,1,0,7
"Emporia City",-,"201 - Precinct 2-1",1,1,0,0,2
"Emporia City",-,"301 - Precinct 3-1",11,5,5,0,21
"Emporia City",-,"401 - Precinct 4-1",9,10,2,0,21
"Emporia City",-,"501 - Precinct 5-1",1,0,0,0,1
"Emporia City",-,"601 - District 6",8,16,3,0,27
"Emporia City",-,"701 - District 7",10,3,0,0,13
"Emporia City",-,"AB - Central Absentee Precinct",2,0,0,0,2
"Emporia City",-,Provisional,0,0,0,0,0
"Essex County",-,"101 - Greater Tappahannock",33,34,5,0,72
"Essex County",-,"201 - North",23,27,6,0,56
"Essex County",-,"301 - South",65,76,13,0,154
"Essex County",-,"401 - Central",40,53,10,0,103
"Essex County",-,"Ab - Central Absentee Precinct",6,5,0,0,11
"Essex County",-,Provisional,0,0,0,0,0
"Fairfax County",-,"104 - Chapel (CD 11)",100,55,17,0,172
"Fairfax County",-,"105 - Fairview (CD 11)",109,107,36,0,252
"Fairfax County",-,"106 - Heritage (CD 11)",36,33,22,0,91
"Fairfax County",-,"108 - Kings Park (CD 11)",87,46,18,0,151
"Fairfax County",-,"109 - Little Run (CD 11)",42,36,16,0,94
"Fairfax County",-,"110 - North Springfield (CD 11)",97,83,41,0,221
"Fairfax County",-,"113 - Canterbury (CD 11)",89,89,19,0,197
"Fairfax County",-,"114 - Olde Creek (CD 11)",60,32,14,0,106
"Fairfax County",-,"115 - Ravensworth (CD 11)",50,40,14,0,104
"Fairfax County",-,"116 - Wakefield (CD 11)",48,31,15,0,94
"Fairfax County",-,"117 - Woodson (CD 11)",55,57,15,0,127
"Fairfax County",-,"118 - Lake Braddock (CD 11)",85,49,18,0,152
"Fairfax County",-,"119 - Laurel (CD 11)",106,65,40,0,211
"Fairfax County",-,"120 - Sideburn (CD 11)",90,92,33,0,215
"Fairfax County",-,"121 - Villa (CD 11)",39,37,20,0,96
"Fairfax County",-,"123 - Robinson (CD 11)",95,72,19,0,186
"Fairfax County",-,"125 - Signal Hill (CD 11)",62,61,26,0,149
"Fairfax County",-,"126 - Bonnie Brae (CD 11)",58,49,18,0,125
"Fairfax County",-,"127 - Burke Centre (CD 11)",99,73,25,0,197
"Fairfax County",-,"128 - Cardinal (CD 11)",66,48,33,0,147
"Fairfax County",-,"129 - Keene Mill (CD 11)",40,34,15,0,89
"Fairfax County",-,"130 - Terra Centre (CD 11)",65,44,12,0,121
"Fairfax County",-,"131 - Eagle View (CD 11)",79,43,13,0,135
"Fairfax County",-,"132 - Monument (CD 11)",48,41,19,0,108
"Fairfax County",-,"133 - Danbury (CD 11)",12,11,8,0,31
"Fairfax County",-,"134 - University (CD 11)",9,12,7,0,28
"Fairfax County",-,"201 - Armstrong (CD 11)",56,78,25,0,159
"Fairfax County",-,"202 - Flint Hill (CD 11)",86,65,28,0,179
"Fairfax County",-,"203 - Floris (CD 11)",101,86,26,0,213
"Fairfax County",-,"204 - Madison (CD 11)",4,18,2,0,24
"Fairfax County",-,"208 - Reston #1 (CD 11)",42,54,25,0,121
"Fairfax County",-,"209 - Reston #2 (CD 11)",67,37,31,0,135
"Fairfax County",-,"213 - Vienna #1 (CD 11)",73,53,15,0,141
"Fairfax County",-,"214 - Vienna #2 (CD 11)",57,44,24,0,125
"Fairfax County",-,"216 - Vienna #4 (CD 11)",34,17,12,0,63
"Fairfax County",-,"218 - Vienna #6 (CD 11)",34,30,9,0,73
"Fairfax County",-,"219 - Westbriar (CD 11)",85,52,29,0,166
"Fairfax County",-,"220 - Dogwood (CD 11)",62,71,18,0,151
"Fairfax County",-,"221 - Hunters Woods (CD 11)",80,51,24,0,155
"Fairfax County",-,"222 - Reston #3 (CD 11)",24,35,11,0,70
"Fairfax County",-,"223 - Glade (CD 11)",60,56,11,0,127
"Fairfax County",-,"224 - South Lakes (CD 11)",72,64,34,0,170
"Fairfax County",-,"225 - Hughes (CD 11)",41,48,19,0,108
"Fairfax County",-,"226 - Wolftrap (CD 11)",65,83,28,0,176
"Fairfax County",-,"227 - Sunrise Valley (CD 11)",52,45,11,0,108
"Fairfax County",-,"229 - Fox Mill (CD 10)",233,151,37,0,421
"Fairfax County",-,"233 - North Point (CD 11)",86,60,27,0,173
"Fairfax County",-,"234 - Aldrin (CD 11)",71,61,28,0,160
"Fairfax County",-,"235 - Frying Pan (CD 11)",50,61,13,0,124
"Fairfax County",-,"236 - Stuart (CD 11)",33,28,8,0,69
"Fairfax County",-,"237 - Mcnair (CD 11)",32,38,10,0,80
"Fairfax County",-,"238 - Cameron Glen (CD 11)",53,55,21,0,129
"Fairfax County",-,"240 - Colvin (CD 10)",106,102,27,0,235
"Fairfax County",-,"301 - Chain Bridge (CD 10)",154,93,34,0,281
"Fairfax County",-,"302 - Chesterbrook (CD 8)",81,88,21,0,190
"Fairfax County",-,"303 - Churchill (CD 10)",67,48,4,0,119
"Fairfax County",-,"304 - Cooper (CD 10)",73,100,9,0,182
"Fairfax County",-,"305 - El Nido (CD 8)",27,52,20,0,99
"Fairfax County",-,"306 - Great Falls (CD 10)",126,94,30,0,250
"Fairfax County",-,"307 - Haycock (CD 8)",60,48,28,0,136
"Fairfax County",-,"309 - Kenmore (CD 10)",188,115,34,0,337
"Fairfax County",-,"310 - Kirby (CD 8)",47,44,13,0,104
"Fairfax County",-,"311 - Langley (CD 10)",104,103,18,0,225
"Fairfax County",-,"312 - Longfellow (CD 8)",53,52,12,0,117
"Fairfax County",-,"314 - Mclean (CD 10)",98,71,16,0,185
"Fairfax County",-,"315 - Pimmit (CD 8)",55,53,16,0,124
"Fairfax County",-,"316 - Salona #1 (CD 8)",24,34,7,0,65
"Fairfax County",-,"317 - Westhampton (CD 8)",50,43,11,0,104
"Fairfax County",-,"318 - Westmoreland (CD 8)",38,38,17,0,93
"Fairfax County",-,"319 - Herndon #1 (CD 11)",102,78,31,0,211
"Fairfax County",-,"320 - Herndon #2 (CD 11)",91,79,24,0,194
"Fairfax County",-,"321 - Clearview (CD 10)",138,127,34,0,299
"Fairfax County",-,"322 - Forestville (CD 10)",196,144,27,0,367
"Fairfax County",-,"323 - Shouse (CD 10)",97,71,24,0,192
"Fairfax County",-,"324 - Herndon #3 (CD 11)",65,51,24,0,140
"Fairfax County",-,"325 - Hutchison (CD 11)",15,24,20,0,59
"Fairfax County",-,"327 - Sugarland (CD 10)",107,130,23,0,260
"Fairfax County",-,"328 - Hickory (CD 10)",160,119,34,0,313
"Fairfax County",-,"329 - Seneca (CD 10)",209,121,22,0,352
"Fairfax County",-,"331 - Spring Hill (CD 10)",125,110,23,0,258
"Fairfax County",-,"332 - Coates (CD 11)",35,26,22,0,83
"Fairfax County",-,"333 - Salona #2 (CD 8)",68,51,8,0,127
"Fairfax County",-,"401 - Bush Hill (CD 8)",57,108,22,0,187
"Fairfax County",-,"402 - Cameron (CD 8)",20,14,10,0,44
"Fairfax County",-,"403 - Forestdale (CD 8)",19,18,12,0,49
"Fairfax County",-,"404 - Franconia (CD 8)",46,46,14,0,106
"Fairfax County",-,"405 - Groveton (CD 8)",23,25,10,0,58
"Fairfax County",-,"406 - Hayfield (CD 8)",96,49,12,0,157
"Fairfax County",-,"408 - Mount Eagle (CD 8)",39,34,14,0,87
"Fairfax County",-,"409 - Pioneer (CD 8)",69,25,13,0,107
"Fairfax County",-,"410 - Rose Hill (CD 8)",69,80,21,0,170
"Fairfax County",-,"411 - Virginia Hills (CD 8)",44,47,13,0,104
"Fairfax County",-,"413 - Fairfield (CD 8)",17,13,13,0,43
"Fairfax County",-,"415 - Crestwood (CD 8)",67,34,13,0,114
"Fairfax County",-,"417 - Garfield (CD 8)",64,56,23,0,143
"Fairfax County",-,"418 - Lynbrook (CD 8)",33,19,11,0,63
"Fairfax County",-,"419 - Lane (CD 8)",56,27,25,0,108
"Fairfax County",-,"420 - Villages (CD 8)",67,67,24,0,158
"Fairfax County",-,"421 - Kingstowne (CD 8)",42,35,33,0,110
"Fairfax County",-,"422 - Van Dorn (CD 8)",52,51,18,0,121
"Fairfax County",-,"423 - Clermont (CD 8)",60,52,26,0,138
"Fairfax County",-,"424 - Huntley (CD 8)",49,60,37,0,146
"Fairfax County",-,"426 - Greenspring (CD 11)",97,56,53,0,206
"Fairfax County",-,"427 - Island Creek (CD 8)",40,41,16,0,97
"Fairfax County",-,"428 - Pinewood (CD 8)",36,12,18,0,66
"Fairfax County",-,"429 - Hybla Valley (CD 8)",32,12,13,0,57
"Fairfax County",-,"501 - Baileys (CD 8)",46,25,23,0,94
"Fairfax County",-,"502 - Barcroft (CD 11)",36,20,12,0,68
"Fairfax County",-,"503 - Belvedere (CD 11)",33,19,10,0,62
"Fairfax County",-,"504 - Bristow (CD 11)",41,32,10,0,83
"Fairfax County",-,"505 - Glen Forest (CD 8)",41,36,11,0,88
"Fairfax County",-,"506 - Holmes #1 (CD 8)",5,6,6,0,17
"Fairfax County",-,"507 - Lincolnia (CD 8)",53,36,24,0,113
"Fairfax County",-,"508 - Masonville (CD 11)",54,33,12,0,99
"Fairfax County",-,"509 - Plaza (CD 8)",21,28,14,0,63
"Fairfax County",-,"510 - Parklawn (CD 8)",35,36,14,0,85
"Fairfax County",-,"511 - Ravenwood (CD 11)",57,56,19,0,132
"Fairfax County",-,"512 - Sleepy Hollow (CD 11)",26,34,18,0,78
"Fairfax County",-,"513 - Saint Albans (CD 11)",37,25,11,0,73
"Fairfax County",-,"513 - Saint Albans (CD 8)",25,9,7,0,41
"Fairfax County",-,"514 - Crossroads (CD 8)",12,13,4,0,29
"Fairfax County",-,"515 - Westlawn (CD 8)",24,21,6,0,51
"Fairfax County",-,"516 - Weyanoke (CD 8)",57,42,16,0,115
"Fairfax County",-,"517 - Willston (CD 8)",17,15,11,0,43
"Fairfax County",-,"518 - Columbia (CD 11)",49,31,14,0,94
"Fairfax County",-,"519 - Hummer (CD 11)",45,38,15,0,98
"Fairfax County",-,"520 - Skyline (CD 8)",51,36,21,0,108
"Fairfax County",-,"521 - Brook Hill (CD 8)",65,31,23,0,119
"Fairfax County",-,"522 - Camelot (CD 11)",37,37,9,0,83
"Fairfax County",-,"523 - Poe (CD 8)",40,49,15,0,104
"Fairfax County",-,"525 - Walnut Hill (CD 8)",58,47,30,0,135
"Fairfax County",-,"526 - Bren Mar (CD 8)",48,45,24,0,117
"Fairfax County",-,"527 - Edsall (CD 8)",33,48,7,0,88
"Fairfax County",-,"528 - Ridgelea (CD 11)",50,26,9,0,85
"Fairfax County",-,"530 - Holmes #2 (CD 11)",33,9,16,0,58
"Fairfax County",-,"601 - Belle Haven (CD 8)",50,27,24,0,101
"Fairfax County",-,"602 - Belleview (CD 8)",35,59,15,0,109
"Fairfax County",-,"604 - Bucknell (CD 8)",48,36,22,0,106
"Fairfax County",-,"605 - Fort Hunt (CD 8)",74,62,29,0,165
"Fairfax County",-,"606 - Hollin Hall (CD 8)",67,63,25,0,155
"Fairfax County",-,"607 - Huntington (CD 8)",62,88,31,0,181
"Fairfax County",-,"608 - Kirkside (CD 8)",23,28,14,0,65
"Fairfax County",-,"609 - Marlan (CD 8)",75,52,22,0,149
"Fairfax County",-,"610 - Sherwood (CD 8)",48,34,11,0,93
"Fairfax County",-,"611 - Stratford (CD 8)",80,65,25,0,170
"Fairfax County",-,"612 - Waynewood (CD 8)",39,30,8,0,77
"Fairfax County",-,"613 - Westgate (CD 8)",143,97,25,0,265
"Fairfax County",-,"614 - Riverside (CD 8)",81,58,17,0,156
"Fairfax County",-,"615 - Woodley (CD 8)",80,65,22,0,167
"Fairfax County",-,"616 - Gunston (CD 8)",89,32,40,0,161
"Fairfax County",-,"617 - Lorton (CD 8)",26,20,4,0,50
"Fairfax County",-,"618 - Newington (CD 11)",86,80,38,0,204
"Fairfax County",-,"619 - Belvoir (CD 8)",78,40,23,0,141
"Fairfax County",-,"621 - Grosvenor (CD 8)",25,53,17,0,95
"Fairfax County",-,"622 - Lorton Station (CD 8)",48,18,16,0,82
"Fairfax County",-,"623 - Alban (CD 8)",52,34,16,0,102
"Fairfax County",-,"626 - Saratoga (CD 8)",88,53,19,0,160
"Fairfax County",-,"627 - Woodlawn (CD 8)",54,40,24,0,118
"Fairfax County",-,"628 - Laurel Hill (CD 11)",55,30,18,0,103
"Fairfax County",-,"629 - South County (CD 11)",97,60,18,0,175
"Fairfax County",-,"630- Army (CD 8)",12,11,4,0,27
"Fairfax County",-,"701 - Blake (CD 11)",77,58,18,0,153
"Fairfax County",-,"703 - Fort Buffalo (CD 8)",15,23,7,0,45
"Fairfax County",-,"704 - Freedom Hill (CD 11)",55,34,17,0,106
"Fairfax County",-,"705 - Graham - Greenway (CD 8)",61,42,27,0,130
"Fairfax County",-,"707 - Mantua (CD 11)",57,59,18,0,134
"Fairfax County",-,"708 - Marshall (CD 8)",60,69,29,0,158
"Fairfax County",-,"709 - Mosby (CD 11)",65,31,13,0,109
"Fairfax County",-,"710 - Pine Spring (CD 8)",43,35,9,0,87
"Fairfax County",-,"711 - Price (CD 11)",51,43,24,0,118
"Fairfax County",-,"712 - Shreve (CD 8)",32,26,8,0,66
"Fairfax County",-,"713 - Timber Lane (CD 8)",43,38,22,0,103
"Fairfax County",-,"714 - Walker (CD 11)",56,51,17,0,124
"Fairfax County",-,"717 - Woodburn (CD 11)",58,33,23,0,114
"Fairfax County",-,"718 - Pine Ridge (CD 11)",63,37,8,0,108
"Fairfax County",-,"720 - Thoreau (CD 11)",70,63,30,0,163
"Fairfax County",-,"721 - Merrifield (CD 11)",16,33,15,0,64
